Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
3758-CKOQL,Female,20,Yes,0,Valyermo,93563,34,-118,7,59,Offer B,Yes,41,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,107,6152,0,0,2428,8580,Stayed,Not churned,unknown
3761-FLYZI,Female,69,Yes,0,Los Angeles,90011,34,-118,4,65,None,Yes,49,Yes,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,109,7082,22,0,3154,10215,Stayed,Not churned,unknown
3763-GCZHZ,Male,23,Yes,0,Hathaway Pines,95233,38,-120,1,66,Offer A,Yes,20,Yes,Yes,Fiber Optic,85,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104,6890,0,0,1325,8215,Churned,Competitor,Competitor offered more data
3764-MNMOI,Male,49,No,0,Boulevard,91905,33,-116,0,46,Offer B,Yes,31,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,19,908,0,0,1426,2334,Stayed,Not churned,unknown
3765-JXVKY,Female,23,No,0,Paynes Creek,96075,40,-122,0,1,Offer E,Yes,44,No,Yes,Fiber Optic,69,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75,75,0,0,44,119,Churned,Competitor,Competitor offered more data
3766-EJLFL,Female,55,Yes,3,Mill Creek,96061,40,-121,1,68,None,Yes,18,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109,7509,0,0,1253,8761,Stayed,Not churned,unknown
3768-NLUBH,Male,73,Yes,0,Torrance,90503,34,-118,1,57,Offer B,Yes,42,Yes,Yes,Fiber Optic,3,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,101,5746,0,0,2400,8146,Churned,Dissatisfaction,Network reliability
3768-VHXQO,Male,19,Yes,0,Redondo Beach,90278,34,-118,9,67,Offer A,Yes,3,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,25,1584,0,0,220,1803,Stayed,Not churned,unknown
3769-MHZNV,Female,61,Yes,3,Salyer,95563,41,-124,2,33,None,Yes,24,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,670,0,0,801,1471,Stayed,Not churned,unknown
3771-PZOBW,Male,38,No,0,Solvang,93463,35,-120,0,20,Offer D,Yes,25,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,91,1781,0,0,508,2290,Stayed,Not churned,unknown
3774-VBNXY,Female,23,Yes,0,Hawaiian Gardens,90716,34,-118,1,64,None,Yes,36,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,1278,0,0,2319,3597,Stayed,Not churned,unknown
3776-EKTKM,Female,79,No,0,Burbank,91501,34,-118,0,1,None,No,0,No internet service,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36,36,0,0,0,36,Churned,Dissatisfaction,Service dissatisfaction
3777-XROBG,Female,52,Yes,2,Echo Lake,95721,39,-120,4,58,None,Yes,44,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,1080,0,0,2524,3604,Stayed,Not churned,unknown
3778-FOAQW,Female,33,Yes,0,San Diego,92127,33,-117,1,24,Offer C,Yes,33,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Credit Card,20,457,0,0,789,1245,Stayed,Not churned,unknown
3779-OSWCF,Female,38,Yes,0,Dillon Beach,94929,38,-123,8,71,None,Yes,12,Yes,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,93,6506,0,0,861,7367,Stayed,Not churned,unknown
3780-DDGSE,Male,77,Yes,1,Shoshone,92384,36,-116,6,35,Offer C,Yes,14,No,Yes,DSL,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,76,2747,0,0,497,3244,Stayed,Not churned,unknown
3780-YVMFA,Female,33,Yes,1,Long Beach,90803,34,-118,1,8,None,Yes,30,No,Yes,Cable,17,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69,564,0,0,240,804,Stayed,Not churned,unknown
3785-KTYSH,Male,24,No,0,Mission Hills,91345,34,-118,0,53,None,Yes,34,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,25,1279,38,0,1810,3052,Stayed,Not churned,unknown
3785-NRHYR,Male,40,No,0,Bridgeport,93517,38,-119,0,1,None,Yes,17,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,20,20,0,0,17,37,Joined,Not churned,unknown
3786-WOVKF,Female,69,Yes,0,Anaheim,92807,34,-118,8,72,Offer A,Yes,8,Yes,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,107,7677,0,100,565,8343,Stayed,Not churned,unknown
3787-TRIAL,Male,23,Yes,9,San Ardo,93450,36,-121,1,21,Offer D,No,0,No internet service,Yes,DSL,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,26,566,0,0,0,566,Stayed,Not churned,unknown
3791-LGQCY,Female,68,Yes,0,Loomis,95650,39,-121,1,56,None,Yes,34,Yes,Yes,Cable,29,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,101,5688,0,130,1893,7711,Churned,Attitude,Attitude of support person
3793-MMFUH,Female,73,No,0,Davis,95618,39,-122,0,13,None,Yes,19,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95,1290,0,0,247,1537,Churned,Competitor,Competitor made better offer
3794-NFNCH,Male,53,Yes,0,Bella Vista,96008,41,-122,10,30,Offer C,Yes,23,No,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50,1475,0,0,695,2170,Stayed,Not churned,unknown
3795-CAWEX,Male,21,Yes,2,Whitmore,96096,41,-122,5,70,Offer A,Yes,41,Yes,Yes,Fiber Optic,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117,8152,0,0,2854,11006,Stayed,Not churned,unknown
3795-GWTRD,Female,58,Yes,0,Los Angeles,90048,34,-118,7,63,None,Yes,6,No,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,76,4708,0,0,399,5107,Stayed,Not churned,unknown
3796-ENZGF,Male,52,Yes,0,The Sea Ranch,95497,39,-123,2,63,None,Yes,48,Yes,Yes,Cable,28,No,Yes,No,Yes,No,Yes,Yes,No,Two Year,No,Credit Card,67,4234,0,150,3033,7417,Stayed,Not churned,unknown
3797-FKOGQ,Male,31,No,2,Canoga Park,91303,34,-119,0,11,None,Yes,6,Yes,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,86,893,0,30,64,987,Stayed,Not churned,unknown
3797-VTIDR,Male,55,Yes,0,San Jose,95121,37,-122,3,1,Offer E,No,0,No internet service,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23,23,0,0,0,23,Churned,Price,Price too high
3798-EPWRR,Female,74,No,0,Beverly Hills,90212,34,-118,0,2,Offer E,Yes,19,No,Yes,DSL,30,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44,85,0,0,38,123,Joined,Not churned,unknown
3799-ISUZQ,Male,49,Yes,0,California Hot Springs,93207,36,-119,9,7,None,Yes,35,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,530,0,0,248,777,Churned,Dissatisfaction,Poor expertise of online support
3800-LYTRK,Female,52,No,0,Point Reyes Station,94956,38,-123,0,14,None,Yes,28,No,Yes,DSL,26,Yes,No,No,Yes,No,No,No,No,One Year,No,Credit Card,-8,795,0,100,388,1283,Stayed,Not churned,unknown
3801-HMYNL,Male,44,Yes,0,Brooks,95606,39,-122,1,1,None,Yes,32,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,89,89,0,0,32,122,Churned,Competitor,Competitor had better devices
3803-KMQFW,Female,25,Yes,2,Brea,92821,34,-118,1,1,None,Yes,38,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,21,21,0,0,38,58,Churned,Attitude,Attitude of support person
3804-RVTGV,Male,55,Yes,0,Mountain View,94043,37,-122,6,50,Offer B,Yes,42,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104,5018,0,0,2110,7128,Churned,Price,Price too high
3806-DXQOM,Female,47,No,0,Baker,92309,35,-116,0,4,Offer E,No,0,No internet service,Yes,DSL,4,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34,138,0,0,0,138,Churned,Attitude,Attitude of service provider
3806-YAZOV,Female,44,No,0,Lagunitas,94938,38,-123,0,3,Offer E,Yes,7,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,19,56,0,0,20,76,Joined,Not churned,unknown
3807-BPOMJ,Female,59,Yes,0,Dobbins,95935,39,-121,6,55,Offer B,Yes,25,No,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,95,5276,0,0,1371,6647,Stayed,Not churned,unknown
3807-XHCJH,Female,21,Yes,3,Fish Camp,93623,37,-120,4,1,None,Yes,7,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Bank Withdrawal,20,20,0,0,7,27,Joined,Not churned,unknown
3808-HFKDE,Female,35,No,0,Alhambra,91801,34,-118,0,20,Offer D,Yes,4,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44,927,0,0,83,1010,Stayed,Not churned,unknown
3810-DVDQQ,Female,28,Yes,1,Shasta Lake,96019,41,-122,10,72,None,Yes,47,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,118,8309,5,0,3385,11689,Stayed,Not churned,unknown
3810-PJUHR,Male,63,Yes,1,Morongo Valley,92256,34,-117,6,70,Offer A,Yes,10,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,25,1715,0,0,732,2447,Stayed,Not churned,unknown
3811-VBYBZ,Male,61,No,0,Lytle Creek,92358,34,-118,0,7,None,Yes,47,Yes,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100,673,0,10,329,1012,Churned,Competitor,Competitor had better devices
3812-LRZIR,Female,51,Yes,1,Desert Hot Springs,92240,34,-117,1,27,None,Yes,36,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Bank Withdrawal,24,762,0,0,959,1721,Stayed,Not churned,unknown
3813-DHBBB,Male,39,Yes,0,Cedarville,96104,42,-120,10,67,None,No,0,No internet service,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,51,3522,0,0,0,3522,Stayed,Not churned,unknown
3814-MLAXC,Female,58,No,0,Hayward,94545,38,-122,0,31,None,Yes,17,Yes,Yes,Fiber Optic,12,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80,2404,0,0,516,2920,Churned,Dissatisfaction,Lack of self-service on Website
3815-SLMEF,Female,26,No,0,Avenal,93204,36,-120,0,3,Offer E,No,0,No internet service,Yes,Cable,52,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,34,139,0,0,0,139,Churned,Competitor,Competitor offered higher download speeds
3823-KYNQY,Male,61,No,0,Van Nuys,91406,34,-118,0,12,Offer D,Yes,26,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Credit Card,25,280,0,0,307,587,Stayed,Not churned,unknown
3824-RHKVR,Female,27,No,0,Fullerton,92833,34,-118,0,17,Offer D,Yes,22,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,20,340,0,0,378,719,Stayed,Not churned,unknown
3831-YCPUO,Female,38,Yes,1,Glencoe,95232,38,-121,3,72,None,Yes,32,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110,7855,0,0,2321,10175,Stayed,Not churned,unknown
3834-XUIFC,Male,23,No,0,Long Beach,90814,34,-118,0,7,Offer E,Yes,19,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85,603,0,0,132,734,Churned,Attitude,Attitude of support person
3836-FZSDJ,Male,69,Yes,0,Fresno,93720,37,-120,0,71,Offer A,Yes,22,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Bank Withdrawal,25,1901,0,0,1575,3476,Stayed,Not churned,unknown
3838-OZURD,Male,28,Yes,0,Somes Bar,95568,41,-123,0,66,Offer A,Yes,7,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,105,7133,0,0,480,7614,Churned,Competitor,Competitor had better devices
3841-CONLJ,Female,33,Yes,0,Morro Bay,93442,35,-121,9,1,None,No,0,No internet service,Yes,DSL,14,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35,35,0,0,0,35,Joined,Not churned,unknown
3841-NFECX,Female,69,Yes,0,Los Angeles,90033,34,-118,3,71,None,Yes,47,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,96,6767,0,0,3338,10105,Stayed,Not churned,unknown
3842-IYKUE,Female,28,No,0,San Leandro,94579,38,-122,0,35,Offer C,Yes,45,Yes,Yes,Fiber Optic,41,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,85,2918,24,130,1580,4604,Churned,Competitor,Competitor offered more data
3842-QTGDL,Male,59,Yes,0,Walnut Creek,94595,38,-122,8,16,None,Yes,46,No,Yes,Fiber Optic,30,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81,1321,0,0,736,2057,Stayed,Not churned,unknown
3845-FXCYS,Male,55,No,0,Long Barn,95335,38,-120,0,2,None,Yes,8,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Bank Withdrawal,20,31,0,0,16,47,Joined,Not churned,unknown
3845-JHAMY,Female,48,Yes,3,Inverness,94937,38,-123,1,16,Offer D,No,0,No internet service,Yes,Cable,53,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,36,553,0,80,0,633,Stayed,Not churned,unknown
3847-BAERP,Female,27,No,0,Bass Lake,93604,37,-119,0,10,None,Yes,12,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Credit Card,21,247,0,0,124,371,Stayed,Not churned,unknown
3850-OKINF,Male,42,Yes,3,Pasadena,91106,34,-118,0,71,Offer A,Yes,37,Yes,Yes,DSL,26,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,66,4693,0,0,2629,7322,Stayed,Not churned,unknown
3853-LYGAM,Male,58,No,0,Meadow Vista,95722,39,-121,0,17,None,Yes,21,Yes,Yes,Fiber Optic,5,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96,1640,0,0,359,1999,Stayed,Not churned,unknown
3855-ONCAR,Female,35,Yes,3,Arcadia,91006,34,-118,9,4,None,Yes,42,No,Yes,Fiber Optic,53,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,79,300,37,0,168,430,Stayed,Not churned,unknown
3858-VOBET,Male,48,No,0,San Diego,92117,33,-117,0,23,None,Yes,29,Yes,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75,1710,0,0,662,2373,Churned,Competitor,Competitor made better offer
3858-XHYJO,Female,24,Yes,0,San Gabriel,91776,34,-118,5,40,Offer B,Yes,22,Yes,Yes,Fiber Optic,76,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106,4229,0,0,888,5117,Stayed,Not churned,unknown
3859-CVCET,Female,47,No,0,Lindsay,93247,36,-119,0,4,None,Yes,45,No,Yes,DSL,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,46,191,0,0,182,373,Churned,Competitor,Competitor had better devices
3863-IUBJR,Male,27,Yes,0,Oakland,94607,38,-122,1,12,None,Yes,28,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,54,696,0,0,334,1030,Churned,Competitor,Competitor had better devices
3863-QSTYI,Male,60,No,0,Mission Viejo,92691,34,-118,0,59,None,Yes,17,No,Yes,Cable,18,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65,3735,0,0,991,4727,Stayed,Not churned,unknown
3865-QBWSJ,Male,76,No,2,Courtland,95615,38,-122,0,38,None,Yes,45,Yes,Yes,Fiber Optic,27,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80,3163,0,0,1715,4878,Stayed,Not churned,unknown
3865-YIOTT,Male,40,Yes,1,San Francisco,94110,38,-122,1,72,None,Yes,12,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106,7848,0,0,840,8689,Stayed,Not churned,unknown
3865-ZFZIB,Male,25,No,0,Los Angeles,90077,34,-118,0,19,Offer D,Yes,35,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,358,0,0,659,1017,Stayed,Not churned,unknown
3865-ZYKAD,Male,77,Yes,0,Sacramento,95831,38,-122,7,69,None,Yes,15,Yes,Yes,Fiber Optic,14,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,85,5786,0,0,1018,6804,Stayed,Not churned,unknown
3866-MDTUB,Female,64,No,0,Los Angeles,90017,34,-118,0,2,None,Yes,27,No,Yes,DSL,10,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71,147,0,0,54,201,Churned,Attitude,Attitude of support person
3870-MQAMG,Female,21,Yes,0,Camp Nelson,93208,36,-119,1,54,Offer B,Yes,2,Yes,Yes,Fiber Optic,71,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,110,5893,0,0,118,6011,Churned,Competitor,Competitor had better devices
3870-SPZSI,Female,56,Yes,2,Wilton,95693,38,-121,4,70,Offer A,Yes,33,Yes,Yes,Fiber Optic,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113,7869,0,0,2328,10197,Stayed,Not churned,unknown
3871-IKPYH,Male,70,No,0,Camarillo,93010,34,-119,0,1,None,Yes,16,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69,69,0,0,16,85,Churned,Other,Moved
3873-NFTGI,Male,54,No,0,Fresno,93703,37,-120,0,14,Offer D,Yes,18,Yes,Yes,DSL,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56,768,0,0,259,1026,Stayed,Not churned,unknown
3873-WOSBC,Male,58,Yes,0,Catheys Valley,95306,37,-120,1,67,Offer A,Yes,12,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,26,1785,0,0,787,2571,Stayed,Not churned,unknown
3874-EQOEP,Male,32,No,4,Long Beach,90804,34,-118,0,7,Offer E,Yes,21,Yes,Yes,Cable,28,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,95,656,37,10,144,773,Churned,Competitor,Competitor had better devices
3877-JRJIP,Male,50,No,0,Hawthorne,90250,34,-118,0,1,None,Yes,22,Yes,Yes,Cable,28,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60,60,0,0,22,82,Churned,Attitude,Attitude of support person
3878-AVSOQ,Female,68,No,0,La Jolla,92037,33,-117,0,1,None,Yes,18,No,Yes,Fiber Optic,2,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,71,71,0,10,18,99,Joined,Not churned,unknown
3882-IYOIJ,Female,41,Yes,1,Yorba Linda,92886,34,-118,1,60,Offer B,Yes,43,Yes,Yes,Fiber Optic,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-9,6758,12,0,2600,9346,Stayed,Not churned,unknown
3884-HCSWG,Female,51,No,0,Camptonville,95922,39,-121,0,17,None,Yes,8,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70,1144,0,80,130,1355,Churned,Attitude,Attitude of support person
3884-UEBXB,Female,58,Yes,1,Diamond Springs,95619,39,-121,5,67,None,No,0,No internet service,Yes,DSL,15,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,36,2434,0,0,0,2434,Stayed,Not churned,unknown
3886-CERTZ,Female,57,Yes,0,Fullerton,92831,34,-118,1,72,None,Yes,31,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109,8110,0,0,2241,10351,Churned,Competitor,Competitor had better devices
3887-PBQAO,Female,48,Yes,0,Hermosa Beach,90254,34,-118,4,45,Offer B,Yes,22,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,Yes,Credit Card,26,1217,0,0,1012,2229,Stayed,Not churned,unknown
3889-VWBID,Male,52,Yes,1,Antelope,95843,39,-121,1,68,None,Yes,28,No,Yes,DSL,27,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,83,5776,0,0,1876,7653,Stayed,Not churned,unknown
3890-RTCMS,Male,29,No,0,Millville,96062,41,-122,0,16,None,Yes,48,No,Yes,DSL,59,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49,799,0,0,775,1574,Stayed,Not churned,unknown
3891-NLXJB,Male,26,No,0,San Jose,95131,37,-122,0,37,None,No,0,No internet service,Yes,DSL,69,Yes,Yes,No,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,41,1391,0,50,0,1441,Stayed,Not churned,unknown
3891-PUQOD,Female,40,No,3,Los Angeles,90063,34,-118,0,1,None,Yes,14,No,Yes,DSL,24,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59,59,0,0,14,73,Churned,Dissatisfaction,Service dissatisfaction
3892-NXAZG,Male,56,Yes,1,Downieville,95936,40,-121,4,72,Offer A,Yes,6,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114,8289,0,0,418,8708,Stayed,Not churned,unknown
3893-JRNFS,Male,19,No,0,Palmdale,93550,35,-118,0,68,None,No,0,No internet service,Yes,DSL,58,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40,2796,0,0,0,2796,Stayed,Not churned,unknown
3896-RCYYE,Female,61,No,0,Atwater,95301,37,-121,0,67,None,No,0,No internet service,Yes,DSL,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,53,3579,0,0,0,3579,Stayed,Not churned,unknown
3896-ZVNET,Female,42,Yes,3,Gerber,96035,40,-122,7,24,None,Yes,21,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Mailed Check,25,572,0,0,498,1070,Stayed,Not churned,unknown
3898-BSJYF,Female,23,No,1,Herlong,96113,40,-120,0,10,Offer D,Yes,14,Yes,Yes,Cable,26,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,74,693,0,0,142,836,Stayed,Not churned,unknown
3898-GUYTS,Female,71,No,0,Ravendale,96123,41,-120,0,45,None,Yes,13,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,97,4385,0,0,570,4955,Stayed,Not churned,unknown
3900-AQPHZ,Female,45,No,0,Pearblossom,93553,34,-118,0,1,None,Yes,50,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Mailed Check,20,20,0,0,50,69,Churned,Attitude,Attitude of support person
3902-FOIGH,Male,66,Yes,0,Doyle,96109,40,-120,1,12,None,Yes,48,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101,1219,0,0,582,1801,Churned,Dissatisfaction,Product dissatisfaction
3902-MIVLE,Male,35,Yes,0,Whittier,90601,34,-118,3,63,Offer B,Yes,12,Yes,Yes,DSL,21,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,76,4677,0,0,765,5442,Stayed,Not churned,unknown
3904-UKFRE,Male,27,No,0,Stockton,95205,38,-121,0,4,Offer E,Yes,44,Yes,Yes,Fiber Optic,82,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,336,0,0,177,513,Stayed,Not churned,unknown
3908-BLSYF,Female,40,No,0,Los Altos,94024,37,-122,0,6,None,Yes,26,No,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84,498,0,0,156,653,Churned,Competitor,Competitor had better devices
